Töltőberendezés üzemeltető törzsszáma;Töltőberendezés üzemeltető neve;Töltőberendezés irányítószáma;Töltőberendezés település kódja;Töltőberendezés település megnevezése;Töltőberendezés közterülete;Töltőberendezés GPSKoordiN;Töltőberendezés GPSKoordiE;Töltőberendezés által felvehető maximális teljesítmény [kW];Csatlakozási pontok száma összesen;Berendezés üzembehelyezésének dátuma;Berendezés leszerelésének dátuma;Type2 csatlakozó teljesítménye [kW, per darab];Egyéb AC csatlakozó teljesítménye [kW, per darab];CCS2 csatlakozó teljesítménye [kW, per darab];Chademo csatlakozó teljesítménye [kW, per darab];Egyéb DC csatlakozó teljesítménye [kW, per darab];Type2 csatlakozó darabszáma [db];Egyéb AC csatlakozó darabszáma [db];CCS2 csatlakozó darabszáma [db];Chademo csatlakozó darabszáma [db];Egyéb DC csatlakozó darabszáma [db];Csatlakozó darabszám: Slow AC: P <7.4 kW [db];Csatlakozó darabszám: Medium-speed AC: 7.4 kW ≤ P ≤ 22 kW  [db];Csatlakozó darabszám: Fast AC: P > 22 kW  [db];Csatlakozó darabszám: Slow DC: P < 50 kW  [db];Csatlakozó darabszám: Fast DC: 50 kW ≤ P < 150 kW  [db];Csatlakozó darabszám: Level 1- Ultra fast DC: 150 kW ≤ P < 350 kW  [db];Csatlakozó darabszám: Level 2- Ultra fast DC: P ≥ 350 kW  [db];TEV;M009;DQEA030;address;lat;long;helyzet_ellenorzes
13615776;Baldauf Invest Kft.;1028;13578;Budapest;Hidegkúti út ;47,5637973;18,9620575;22;2;2019.05.20;9999.12.31;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;2025;1357;csak AC;1028 Budapest, Hidegkúti út;47,56848744;18,95130798;Megfelelő
32044449;Zöld Mobilitási Infrastruktúra Zártkörűen Működő Részvénytársaság;1113;13578;Budapest;Dávid Ferenc u. 4-6;47,479172;19,0367405;22;1;2024.09.01;9999.12.31;22;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;2025;1357;csak AC;1113 Budapest, Dávid Ferenc u. 4-6;47,4791589;19,0367391;Megfelelő
32044449;Zöld Mobilitási Infrastruktúra Zártkörűen Működő Részvénytársaság;1113;13578;Budapest;Dávid Ferenc u. 4-6;47,479146;19,036763;22;1;2024.09.01;9999.12.31;22;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;2025;1357;csak AC;1113 Budapest, Dávid Ferenc u. 4-6;47,4791589;19,0367391;Megfelelő
24312343;West End Magyarország Zrt.;1062;13578;Budapest;Váci út 1-3;47,513152;19,060112;44;2;2019.12.18;2025.11.10;88;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;2025;1357;csak AC;1062 Budapest, Váci út 1-3;47,51130803;19,05649551;Megfelelő
24312343;West End Magyarország Zrt.;1062;13578;Budapest;Váci út 1-3;47,512965;19,059706;80;2;2025.11.27;9999.12.31;0;0;160;0;0;0;0;2;0;0;0;0;0;0;2;0;0;2025;1357;csak DC;1062 Budapest, Váci út 1-3;47,51130803;19,05649551;Megfelelő
24312343;West End Magyarország Zrt.;1062;13578;Budapest;Váci út 1-3;47,513152;19,060112;44;2;2020.03.06;2025.11.10;88;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;2025;1357;csak AC;1062 Budapest, Váci út 1-3;47,51130803;19,05649551;Megfelelő
24312343;West End Magyarország Zrt.;1062;13578;Budapest;Váci út 1-3;47,512965;19,059706;44;2;2025.10.29;9999.12.31;88;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;2025;1357;csak AC;1062 Budapest, Váci út 1-3;47,51130803;19,05649551;Megfelelő
24312343;West End Magyarország Zrt.;1062;13578;Budapest;Váci út 1-3;47,513152;19,060112;44;2;2020.03.06;2025.11.10;88;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;2025;1357;csak AC;1062 Budapest, Váci út 1-3;47,51130803;19,05649551;Megfelelő
24312343;West End Magyarország Zrt.;1062;13578;Budapest;Váci út 1-3;47,512965;19,059706;44;2;2025.11.11;9999.12.31;88;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;2025;1357;csak AC;1062 Budapest, Váci út 1-3;47,51130803;19,05649551;Megfelelő
24312343;West End Magyarország Zrt.;1062;13578;Budapest;Váci út 1-3;47,512965;19,059706;44;2;2025.10.29;9999.12.31;88;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;2025;1357;csak AC;1062 Budapest, Váci út 1-3;47,51130803;19,05649551;Megfelelő
24312343;West End Magyarország Zrt.;1062;13578;Budapest;Váci út 1-3;47,514013;19,0605;44;2;2019.12.18;2025.11.10;88;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;2025;1357;csak AC;1062 Budapest, Váci út 1-3;47,51130803;19,05649551;Megfelelő
24312343;West End Magyarország Zrt.;1062;13578;Budapest;Váci út 1-3;47,512965;19,059706;80;2;2025.11.27;9999.12.31;0;0;160;0;0;0;0;2;0;0;0;0;0;0;2;0;0;2025;1357;csak DC;1062 Budapest, Váci út 1-3;47,51130803;19,05649551;Megfelelő
24312343;West End Magyarország Zrt.;1062;13578;Budapest;Váci út 1-3;47,513152;19,060112;44;2;2017.04.02;2025.11.10;88;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;2025;1357;csak AC;1062 Budapest, Váci út 1-3;47,51130803;19,05649551;Megfelelő
24312343;West End Magyarország Zrt.;1062;13578;Budapest;Váci út 1-3;47,513152;19,060112;22;1;2020.03.06;2025.11.10;22;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;2025;1357;csak AC;1062 Budapest, Váci út 1-3;47,51130803;19,05649551;Megfelelő
24312343;West End Magyarország Zrt.;1062;13578;Budapest;Váci út 1-3;47,512965;19,059706;22;1;2025.11.11;9999.12.31;22;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;2025;1357;csak AC;1062 Budapest, Váci út 1-3;47,51130803;19,05649551;Megfelelő
24312343;West End Magyarország Zrt.;1062;13578;Budapest;Váci út 1-3;47,514013;19,0605;44;2;2017.04.02;2025.11.10;88;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;2025;1357;csak AC;1062 Budapest, Váci út 1-3;47,51130803;19,05649551;Megfelelő
24312343;West End Magyarország Zrt.;1062;13578;Budapest;Váci út 1-3;47,512965;19,059706;22;1;2025.11.11;9999.12.31;22;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;2025;1357;csak AC;1062 Budapest, Váci út 1-3;47,51130803;19,05649551;Megfelelő
24312343;West End Magyarország Zrt.;1062;13578;Budapest;Váci út 1-3;47,514013;19,0605;44;2;2017.04.02;2025.11.10;88;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;2025;1357;csak AC;1062 Budapest, Váci út 1-3;47,51130803;19,05649551;Megfelelő
24312343;West End Magyarország Zrt.;1062;13578;Budapest;Váci út 1-3;47,512965;19,059706;44;2;2025.11.11;9999.12.31;88;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;2025;1357;csak AC;1062 Budapest, Váci út 1-3;47,51130803;19,05649551;Megfelelő
24312343;West End Magyarország Zrt.;1062;13578;Budapest;Váci út 1-3;47,512965;19,059706;80;2;2025.11.27;9999.12.31;0;0;160;0;0;0;0;2;0;0;0;0;0;0;2;0;0;2025;1357;csak DC;1062 Budapest, Váci út 1-3;47,51130803;19,05649551;Megfelelő
24312343;West End Magyarország Zrt.;1062;13578;Budapest;Váci út 1-3;47,512965;19,059706;44;2;2025.10.29;9999.12.31;88;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;2025;1357;csak AC;1062 Budapest, Váci út 1-3;47,51130803;19,05649551;Megfelelő
24312343;West End Magyarország Zrt.;1062;13578;Budapest;Váci út 1-3;47,512965;19,059706;44;2;2025.11.11;9999.12.31;88;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;2025;1357;csak AC;1062 Budapest, Váci út 1-3;47,51130803;19,05649551;Megfelelő
24312343;West End Magyarország Zrt.;1062;13578;Budapest;Váci út 1-3;47,514013;19,0605;44;2;2017.04.02;2025.11.10;88;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;2025;1357;csak AC;1062 Budapest, Váci út 1-3;47,51130803;19,05649551;Megfelelő
24312343;West End Magyarország Zrt.;1062;13578;Budapest;Váci út 1-3;47,513152;19,060112;44;2;2019.12.18;2025.11.10;88;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;2025;1357;csak AC;1062 Budapest, Váci út 1-3;47,51130803;19,05649551;Megfelelő
24312343;West End Magyarország Zrt.;1062;13578;Budapest;Váci út 1-3;47,512965;19,059706;44;2;2025.11.11;9999.12.31;88;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;2025;1357;csak AC;1062 Budapest, Váci út 1-3;47,51130803;19,05649551;Megfelelő
24312343;West End Magyarország Zrt.;1062;13578;Budapest;Váci út 1-3;47,513152;19,060112;22;1;2020.03.06;2025.11.10;22;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;2025;1357;csak AC;1062 Budapest, Váci út 1-3;47,51130803;19,05649551;Megfelelő
24312343;West End Magyarország Zrt.;1062;13578;Budapest;Váci út 1-3;47,513152;19,060112;44;2;2019.12.18;2025.11.10;88;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;2025;1357;csak AC;1062 Budapest, Váci út 1-3;47,51130803;19,05649551;Megfelelő
24312343;West End Magyarország Zrt.;1062;13578;Budapest;Váci út 1-3;47,514143;19,059069;44;2;2017.04.02;2025.11.10;88;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;2025;1357;csak AC;1062 Budapest, Váci út 1-3;47,51130803;19,05649551;Megfelelő
24312343;West End Magyarország Zrt.;1062;13578;Budapest;Váci út 1-3;47,513152;19,060112;44;2;2020.03.06;2025.11.10;88;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;2025;1357;csak AC;1062 Budapest, Váci út 1-3;47,51130803;19,05649551;Megfelelő
24312343;West End Magyarország Zrt.;1062;13578;Budapest;Váci út 1-3;47,512965;19,059706;44;2;2025.11.11;9999.12.31;88;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;2025;1357;csak AC;1062 Budapest, Váci út 1-3;47,51130803;19,05649551;Megfelelő
24312343;West End Magyarország Zrt.;1062;13578;Budapest;Váci út 1-3;47,513319;19,058688;44;2;2017.04.02;2025.11.10;88;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;2025;1357;csak AC;1062 Budapest, Váci út 1-3;47,51130803;19,05649551;Megfelelő
24312343;West End Magyarország Zrt.;1062;13578;Budapest;Váci út 1-3;47,513152;19,060112;44;2;2020.03.06;2025.11.10;88;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;2025;1357;csak AC;1062 Budapest, Váci út 1-3;47,51130803;19,05649551;Megfelelő
24312343;West End Magyarország Zrt.;1062;13578;Budapest;Váci út 1-3;47,512965;19,059706;44;2;2025.11.11;9999.12.31;88;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;2025;1357;csak AC;1062 Budapest, Váci út 1-3;47,51130803;19,05649551;Megfelelő
24312343;West End Magyarország Zrt.;1062;13578;Budapest;Váci út 1-3;47,513152;19,060112;44;2;2020.03.06;2025.11.10;88;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;2025;1357;csak AC;1062 Budapest, Váci út 1-3;47,51130803;19,05649551;Megfelelő
24312343;West End Magyarország Zrt.;1062;13578;Budapest;Váci út 1-3;47,512965;19,059706;44;2;2025.10.29;9999.12.31;88;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;2025;1357;csak AC;1062 Budapest, Váci út 1-3;47,51130803;19,05649551;Megfelelő
24312343;West End Magyarország Zrt.;1062;13578;Budapest;Váci út 1-3;47,512965;19,059706;80;2;2025.11.27;9999.12.31;0;0;160;0;0;0;0;2;0;0;0;0;0;0;2;0;0;2025;1357;csak DC;1062 Budapest, Váci út 1-3;47,51130803;19,05649551;Megfelelő
24312343;West End Magyarország Zrt.;1062;13578;Budapest;Váci út 1-3;47,512965;19,059706;44;2;2025.10.29;9999.12.31;88;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;2025;1357;csak AC;1062 Budapest, Váci út 1-3;47,51130803;19,05649551;Megfelelő
24312343;West End Magyarország Zrt.;1062;13578;Budapest;Váci út 1-3;47,512965;19,059706;44;2;2025.11.11;9999.12.31;88;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;2025;1357;csak AC;1062 Budapest, Váci út 1-3;47,51130803;19,05649551;Megfelelő
24312343;West End Magyarország Zrt.;1062;13578;Budapest;Váci út 1-3;47,513152;19,060112;44;2;2019.12.18;2025.11.10;88;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;2025;1357;csak AC;1062 Budapest, Váci út 1-3;47,51130803;19,05649551;Megfelelő
24312343;West End Magyarország Zrt.;1062;13578;Budapest;Váci út 1-3;47,512965;19,059706;44;2;2025.11.11;9999.12.31;88;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;2025;1357;csak AC;1062 Budapest, Váci út 1-3;47,51130803;19,05649551;Megfelelő
24312343;West End Magyarország Zrt.;1062;13578;Budapest;Váci út 1-3;47,512965;19,059706;44;2;2025.11.11;9999.12.31;88;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;2025;1357;csak AC;1062 Budapest, Váci út 1-3;47,51130803;19,05649551;Megfelelő
24312343;West End Magyarország Zrt.;1062;13578;Budapest;Váci út 1-3;47,514013;19,0605;44;2;2019.12.18;2025.11.10;88;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;2025;1357;csak AC;1062 Budapest, Váci út 1-3;47,51130803;19,05649551;Megfelelő
24312343;West End Magyarország Zrt.;1062;13578;Budapest;Váci út 1-3;47,512965;19,059706;44;2;2025.11.11;9999.12.31;88;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;2025;1357;csak AC;1062 Budapest, Váci út 1-3;47,51130803;19,05649551;Megfelelő
24312343;West End Magyarország Zrt.;1062;13578;Budapest;Váci út 1-3;47,513152;19,060112;44;2;2019.12.18;2025.11.10;88;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;2025;1357;csak AC;1062 Budapest, Váci út 1-3;47,51130803;19,05649551;Megfelelő
24312343;West End Magyarország Zrt.;1062;13578;Budapest;Váci út 1-3;47,512965;19,059706;80;2;2025.11.27;9999.12.31;0;0;160;0;0;0;0;2;0;0;0;0;0;0;2;0;0;2025;1357;csak DC;1062 Budapest, Váci út 1-3;47,51130803;19,05649551;Megfelelő
24312343;West End Magyarország Zrt.;1062;13578;Budapest;Váci út 1-3;47,514013;19,0605;44;2;2019.12.18;2025.11.10;88;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;2025;1357;csak AC;1062 Budapest, Váci út 1-3;47,51130803;19,05649551;Megfelelő
24906917;Emobility Solutions Kft.;2100;32559;Gödöllő;Bossányi Krisztina u. 2-3.;47,608724;19,339204;45;2;2021.07.14;2024.04.30;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;2025;3255;csak AC;2100 Gödöllő, Bossányi Krisztina u. 2-3.;47,608636;19,33881703;Megfelelő
24906917;Emobility Solutions Kft.;8360;18421;Keszthely;Murvás u. 2.;46,778509;17,259387;45;2;2021.07.14;2024.04.30;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;2025;1842;csak AC;8360 Keszthely, Murvás u. 2.;46,77847701;17,25849002;Megfelelő
24906917;Emobility Solutions Kft.;5600;15200;Békéscsaba;Szarvasi út 68/2;46,681108;21,070839;45;2;2021.07.14;2024.04.30;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;2025;1520;csak AC;5600 Békéscsaba, Szarvasi út 68/2;46,68194129;21,07411934;Megfelelő
24906917;Emobility Solutions Kft.;2030;30988;Érd;Budai út 13.;47,379316;18,925681;45;2;2021.07.14;2024.04.30;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;2025;3098;csak AC;2030 Érd, Budai út 13.;47,37883259;18,9254768;Megfelelő
24906917;Emobility Solutions Kft.;3526;30456;Miskolc;Szentpéteri kapu 80/a;48,126993;20,786345;22;1;2021.07.14;2024.04.30;22;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;2025;3045;csak AC;3526 Miskolc, Szentpéteri kapu 80/a;48,12756202;20,78432099;Megfelelő
24906917;Emobility Solutions Kft.;1077;13578;Budapest;Rottenbiller utca 3.;47,50049902;19,07908982;45;2;2025.02.19;2025.12.31;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;2025;1357;csak AC;1077 Budapest, Rottenbiller utca 3.;47,5001973;19,07926694;Megfelelő
24906917;Emobility Solutions Kft.;1071;13578;Budapest;Dembinszky utca 47.;47,50790734;19,08371964;45;2;2025.02.19;2025.12.31;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;2025;1357;csak AC;1071 Budapest, Dembinszky utca 47.;47,5077339;19,08358992;Megfelelő
24906917;Emobility Solutions Kft.;1077;13578;Budapest;Rottenbiller utca 3.;47,50049902;19,07908982;45;2;2025.02.19;2025.12.31;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;2025;1357;csak AC;1077 Budapest, Rottenbiller utca 3.;47,5001973;19,07926694;Megfelelő
24906917;Emobility Solutions Kft.;8800;30933;Nagykanizsa;Dózsa György út 123.;46,463216;17,006695;45;2;2021.07.14;2024.04.30;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;2025;3093;csak AC;8800 Nagykanizsa, Dózsa György út 123.;46,462909;17,0074842;Megfelelő
24906917;Emobility Solutions Kft.;1071;13578;Budapest;Bajza utca 3.;47,507308;19,069467;45;2;2019.06.07;2025.12.31;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;2025;1357;csak AC;1071 Budapest, Bajza utca 3.;47,50731019;19,07670469;Megfelelő
24906917;Emobility Solutions Kft.;5000;27854;Szolnok;Felső Szandai rét 3.;47,15617;20,194001;45;2;2021.07.14;2024.04.30;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;2025;2785;csak AC;5000 Szolnok, Felső Szandai rét 3.;47,15690402;20,195801;Megfelelő
24906917;Emobility Solutions Kft.;8200;11767;Veszprém;Dornyai Béla u. 4;47,084528;17,927052;45;2;2021.07.14;2024.04.30;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;2025;1176;csak AC;8200 Veszprém, Dornyai Béla u. 4;47,0843343;17,92516447;Megfelelő
24906917;Emobility Solutions Kft.;1134;13578;Budapest;Dévai u. 26-28.;47,519667;19,062972;22;1;2017.01.26;2023.09.30;22;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;2025;1357;csak AC;1134 Budapest, Dévai u. 26-28.;47,51976499;19,06288092;Megfelelő
24906917;Emobility Solutions Kft.;2400;3115;Dunaújváros;Devecseri u.;46,9635;18,939667;45;2;2017.12.30;9999.12.31;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;2025;0311;csak AC;2400 Dunaújváros, Devecseri u.;46,96387179;18,93957894;Megfelelő
24906917;Emobility Solutions Kft.;2030;30988;Érd;Budai út 13.;47,379316;18,925681;45;2;2021.07.14;2024.04.30;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;2025;3098;csak AC;2030 Érd, Budai út 13.;47,37883259;18,9254768;Megfelelő
24906917;Emobility Solutions Kft.;4400;17206;Nyíregyháza;Pazonyi út 39/a;47,968826;21,740731;45;2;2021.07.14;2024.04.30;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;2025;1720;csak AC;4400 Nyíregyháza, Pazonyi út 39/a;47,96983099;21,740067;Megfelelő
24906917;Emobility Solutions Kft.;2400;3115;Dunaújváros;Táncsics Mihály utca 1/A;46,960167;18,93421;22;2;2015.11.28;2024.03.31;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;2025;0311;csak AC;2400 Dunaújváros, Táncsics Mihály utca 1/A;46,96059679;18,93378712;Megfelelő
24906917;Emobility Solutions Kft.;5000;27854;Szolnok;Felső Szandai rét 3.;47,15617;20,194001;45;2;2021.07.14;2024.04.30;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;2025;2785;csak AC;5000 Szolnok, Felső Szandai rét 3.;47,15690402;20,195801;Megfelelő
24906917;Emobility Solutions Kft.;4031;15130;Debrecen;Kishatár u. 34/b;47,542938;21,576847;45;2;2021.07.14;2024.04.30;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;2025;1513;csak AC;4031 Debrecen, Kishatár u. 34/b;47,544115;21,58036098;Megfelelő
24906917;Emobility Solutions Kft.;5600;15200;Békéscsaba;Szarvasi út 68/2;46,681108;21,070839;45;2;2021.07.14;2024.04.30;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;2025;1520;csak AC;5600 Békéscsaba, Szarvasi út 68/2;46,68194129;21,07411934;Megfelelő
24906917;Emobility Solutions Kft.;8200;11767;Veszprém;Dornyai Béla u. 4;47,084528;17,927052;45;2;2021.07.14;2024.04.30;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;2025;1176;csak AC;8200 Veszprém, Dornyai Béla u. 4;47,0843343;17,92516447;Megfelelő
24906917;Emobility Solutions Kft.;5600;15200;Békéscsaba;Szarvasi út 68/2;46,681108;21,070839;45;2;2021.07.14;2024.04.30;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;2025;1520;csak AC;5600 Békéscsaba, Szarvasi út 68/2;46,68194129;21,07411934;Megfelelő
24906917;Emobility Solutions Kft.;1022;13578;Budapest;Hűvösvölgyi út 138.;47,537524;18,966322;45;2;2021.07.14;2024.04.30;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;2025;1357;csak AC;1022 Budapest, Hűvösvölgyi út 138.;47,5261559;18,98386154;Megfelelő
24906917;Emobility Solutions Kft.;8200;11767;Veszprém;Dornyai Béla u. 4;47,084528;17,927052;45;2;2021.07.14;2024.04.30;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;2025;1176;csak AC;8200 Veszprém, Dornyai Béla u. 4;47,0843343;17,92516447;Megfelelő
24906917;Emobility Solutions Kft.;1071;13578;Budapest;Városligeti fasor 9-11.;47,50796936;19,07388481;45;2;2025.02.19;2025.12.31;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;2025;1357;csak AC;1071 Budapest, Városligeti fasor 9-11.;47,5079349;19,07410714;Megfelelő
24906917;Emobility Solutions Kft.;8200;11767;Veszprém;Dornyai Béla u. 4;47,084528;17,927052;45;2;2021.07.14;2024.04.30;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;2025;1176;csak AC;8200 Veszprém, Dornyai Béla u. 4;47,0843343;17,92516447;Megfelelő
24906917;Emobility Solutions Kft.;1042;13578;Budapest;Árpád út 183-185.;47,561934;19,107002;45;2;2021.07.14;2024.04.30;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;2025;1357;csak AC;1042 Budapest, Árpád út 183-185.;47,561991;19,10645491;Megfelelő
24906917;Emobility Solutions Kft.;4031;15130;Debrecen;Kishatár u. 34/b;47,542938;21,576847;45;2;2021.07.14;2024.04.30;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;2025;1513;csak AC;4031 Debrecen, Kishatár u. 34/b;47,544115;21,58036098;Megfelelő
24906917;Emobility Solutions Kft.;1076;13578;Budapest;Sajó u. 9.;47,50532973;19,08708448;45;2;2025.02.19;2025.12.31;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;2025;1357;csak AC;1076 Budapest, Sajó u. 9.;47,50521488;19,08699297;Megfelelő
24906917;Emobility Solutions Kft.;8800;30933;Nagykanizsa;Dózsa György út 123.;46,463216;17,006695;45;2;2021.07.14;2024.04.30;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;2025;3093;csak AC;8800 Nagykanizsa, Dózsa György út 123.;46,462909;17,0074842;Megfelelő
24906917;Emobility Solutions Kft.;1077;13578;Budapest;Wesselényi utca 56.;47,501751;19,070743;45;2;2019.06.07;2025.12.31;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;2025;1357;csak AC;1077 Budapest, Wesselényi utca 56.;47,50176988;19,07060292;Megfelelő
24906917;Emobility Solutions Kft.;2030;30988;Érd;Budai út 13.;47,379316;18,925681;45;2;2021.07.14;2024.04.30;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;2025;3098;csak AC;2030 Érd, Budai út 13.;47,37883259;18,9254768;Megfelelő
24906917;Emobility Solutions Kft.;3526;30456;Miskolc;Szentpéteri kapu 80/a;48,126993;20,786345;22;1;2021.07.14;2024.04.30;22;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;2025;3045;csak AC;3526 Miskolc, Szentpéteri kapu 80/a;48,12756202;20,78432099;Megfelelő
24906917;Emobility Solutions Kft.;1072;13578;Budapest;Klauzál tér 11.;47,5000011;19,06428207;45;2;2025.02.19;2025.12.31;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;2025;1357;csak AC;1072 Budapest, Klauzál tér 11.;47,50000499;19,0644418;Megfelelő
24906917;Emobility Solutions Kft.;3526;30456;Miskolc;Szentpéteri kapu 80/a;48,126993;20,786345;22;1;2021.07.14;2024.04.30;22;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;2025;3045;csak AC;3526 Miskolc, Szentpéteri kapu 80/a;48,12756202;20,78432099;Megfelelő
24906917;Emobility Solutions Kft.;1032;13578;Budapest;Bécsi út 136.;47,543651;19,028208;45;2;2021.07.14;2024.04.30;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;2025;1357;csak AC;1032 Budapest, Bécsi út 136.;47,54187389;19,02940812;Megfelelő
24906917;Emobility Solutions Kft.;8360;18421;Keszthely;Murvás u. 2.;46,778509;17,259387;45;2;2021.07.14;2024.04.30;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;2025;1842;csak AC;8360 Keszthely, Murvás u. 2.;46,77847701;17,25849002;Megfelelő
24906917;Emobility Solutions Kft.;1072;13578;Budapest;Klauzál tér 11.;47,5000011;19,06428207;45;2;2025.02.19;2025.12.31;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;2025;1357;csak AC;1072 Budapest, Klauzál tér 11.;47,50000499;19,0644418;Megfelelő
24906917;Emobility Solutions Kft.;1077;13578;Budapest;Wesselényi utca 7.;47,496691;19,061024;45;2;2019.06.07;2025.12.31;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;2025;1357;csak AC;1077 Budapest, Wesselényi utca 7.;47,49659799;19,06114209;Megfelelő
24906917;Emobility Solutions Kft.;2400;3115;Dunaújváros;Táncsics Mihály u. ;46,963556;18,939161;45;2;2017.12.30;9999.12.31;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;2025;0311;csak AC;2400 Dunaújváros, Táncsics Mihály u.;46,96019388;18,93411435;Megfelelő
24906917;Emobility Solutions Kft.;1078;13578;Budapest;István u. 18.;47,50480821;19,08179783;45;2;2025.02.19;2025.12.31;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;2025;1357;csak AC;1078 Budapest, István u. 18.;47,50493099;19,08162612;Megfelelő
24906917;Emobility Solutions Kft.;3526;30456;Miskolc;Szentpéteri kapu 80/a;48,126993;20,786345;22;1;2021.07.14;2024.04.30;22;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;2025;3045;csak AC;3526 Miskolc, Szentpéteri kapu 80/a;48,12756202;20,78432099;Megfelelő
